hash, embedding_size, embed_L2_norm, act, mess_dropout, node_dropout, num_layers, best-Recall@20, best-NDCG@20, best-Precision@20, best-Recall@40, best-NDCG@40, best-Precision@40, best-Recall@80, best-NDCG@80, best-Precision@80, ave-Recall@20, ave-NDCG@20, ave-Precision@20, ave-Recall@40, ave-NDCG@40, ave-Precision@40, ave-Recall@80, ave-NDCG@80, ave-Precision@80
1_65c2ee, 64, 0.0001, LeakyReLU(negative_slope=0.01), 0.3, 0, 2, 0.27085848102782295, 0.13525482414944343, 0.02191618867482878, 0.3680090921962128, 0.15793856111238355, 0.015461305139354049, 0.4767474206406831, 0.17927313028215033, 0.01024839514693363, 0.2687331354025853, 0.13420718864397085, 0.021750591783436538, 0.3667414751275241, 0.15711064623916177, 0.01542497507903011, 0.4763320659857902, 0.1785650863724812, 0.010221358770130052, {'lr': 0.001, 'op': 'Adam', 'dataset': 'Youshu', 'model': 'IHGCN', 'sample': 'simple'}
