hash, embedding_size, embed_L2_norm, act, mess_dropout, node_dropout, num_layers, best-Recall@20, best-NDCG@20, best-Precision@20, best-Recall@40, best-NDCG@40, best-Precision@40, best-Recall@80, best-NDCG@80, best-Precision@80, ave-Recall@20, ave-NDCG@20, ave-Precision@20, ave-Recall@40, ave-NDCG@40, ave-Precision@40, ave-Recall@80, ave-NDCG@80, ave-Precision@80
1_ac77ee, 64, 0.0001, LeakyReLU(negative_slope=0.01), 0.3, 0, 2, 0.2558638768326636, 0.11917884674536372, 0.020513687636571062, 0.3454257182552831, 0.1400828849789902, 0.014303818793262972, 0.45987585131563663, 0.16217796993481223, 0.009682325142064019, 0.2506785210663904, 0.11771075631283794, 0.01985806029726823, 0.3420190479192189, 0.13897255307397718, 0.014007266142272434, 0.4509706477210022, 0.16011358624013866, 0.009468570646703063, {'lr': 0.001, 'op': 'Adam', 'dataset': 'Youshu', 'model': 'IHGCN', 'sample': 'simple'}
