hash, embedding_size, embed_L2_norm, act, mess_dropout, node_dropout, num_layers, best-Recall@20, best-NDCG@20, best-Precision@20, best-Recall@40, best-NDCG@40, best-Precision@40, best-Recall@80, best-NDCG@80, best-Precision@80, ave-Recall@20, ave-NDCG@20, ave-Precision@20, ave-Recall@40, ave-NDCG@40, ave-Precision@40, ave-Recall@80, ave-NDCG@80, ave-Precision@80
1_9c7239, 64, 0.0001, LeakyReLU(negative_slope=0.01), 0.3, 0, 2, 0.2572992291954894, 0.12204274715463549, 0.02056438030927477, 0.3484042349116308, 0.14333810964199528, 0.014472795120966359, 0.4644254560041927, 0.16586258589476094, 0.009859749818823151, 0.25260847993459445, 0.12007063246530711, 0.02015883789629741, 0.3423474104592187, 0.14102494632041546, 0.014172862743598136, 0.4577672805605647, 0.16344415033616985, 0.009714430608875087, {'lr': 0.001, 'op': 'Adam', 'dataset': 'Youshu', 'model': 'IHGCN', 'sample': 'simple'}
