hash, embedding_size, embed_L2_norm, act, mess_dropout, node_dropout, num_layers, best-Recall@20, best-NDCG@20, best-Precision@20, best-Recall@40, best-NDCG@40, best-Precision@40, best-Recall@80, best-NDCG@80, best-Precision@80, ave-Recall@20, ave-NDCG@20, ave-Precision@20, ave-Recall@40, ave-NDCG@40, ave-Precision@40, ave-Recall@80, ave-NDCG@80, ave-Precision@80
1_eed9d9, 64, 0.0001, LeakyReLU(negative_slope=0.01), 0.3, 0, 2, 0.07123600960138408, 0.030436520766037464, 0.004801771673648033, 0.11225830425618083, 0.03940978165616533, 0.003883547560177342, 0.17312132530546193, 0.050532485981076146, 0.0030362158418152443, 0.05677537782230605, 0.024400908851357612, 0.003945392733638, 0.09076262373407601, 0.03182545785918032, 0.0032029815585300865, 0.13994832756427372, 0.04084785751667627, 0.0025043211022283867, {'lr': 0.001, 'op': 'Adam', 'dataset': 'NetEase', 'model': 'IHGCN', 'sample': 'simple'}
