hash, embedding_size, embed_L2_norm, act, mess_dropout, node_dropout, num_layers, best-Recall@20, best-NDCG@20, best-Precision@20, best-Recall@40, best-NDCG@40, best-Precision@40, best-Recall@80, best-NDCG@80, best-Precision@80, ave-Recall@20, ave-NDCG@20, ave-Precision@20, ave-Recall@40, ave-NDCG@40, ave-Precision@40, ave-Recall@80, ave-NDCG@80, ave-Precision@80
1_5307f5, 64, 0.0001, LeakyReLU(negative_slope=0.01), 0.3, 0, 2, 0.07326021891916701, 0.0313858211690823, 0.004993518450044589, 0.11338619597596639, 0.040125829014237786, 0.00393215955540005, 0.17417636813439547, 0.05128759916469759, 0.0030733499645002075, 0.07185917112087346, 0.03072541733147118, 0.004955979321259421, 0.11460409728216406, 0.040007251347194316, 0.003979421048983007, 0.17435628296657507, 0.05099676563246044, 0.0030937399441935505, {'lr': 0.001, 'op': 'Adam', 'dataset': 'NetEase', 'model': 'IHGCN', 'sample': 'simple'}
